contest_id,contest_name,contest_order,vote_for,page,precinct_id,name,registered_voters,turnout,,LUIS J. RODRIGUEZ,ALMA MARIE WINSTON,EDMUND G. ''JERRY'' BROWN,JANEL HYESHIA BUYCKS,ANDREW BLOUNT,RAKESH KUMAR CHRISTIAN,GLENN CHAMP,NEEL KASHKARI,TIM DONNELLY,'BO'' BOGDAN AMBROZEWICZ,AKINYEMI AGBEDE,RICHARD WILLIAM AGUIRRE,ROBERT NEWMAN,CINDY L. SHEEHAN,JOE LEICHT,WRITE-IN,WRITE-IN - KAREN JILL BERNAL,WRITE-IN - JIMELLE L. WALLS,WRITE-IN - NICKOLAS WILDSTAR,Under Vote,Over Vote,,,precinct_order,tally_category_order,sort_order,tally_cat_name
1,NON-PARTISAN  GOVERNOR,100001,1,1,6,Pct 1107 - VBM Reporting,661,124,,2,0,105,0,0,0,2,1,5,0,1,0,0,3,0,2,0,0,0,3,0,,,6,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,7,Pct 1108 - Election Day Reporting,827,57,,1,0,48,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,3,0,,,7,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,7,Pct 1108 - VBM Reporting,827,195,,2,0,164,0,3,0,0,2,11,0,2,2,1,3,1,1,0,0,0,2,1,,,7,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,8,Pct 1109 - Election Day Reporting,707,49,,2,1,42,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,8,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,8,Pct 1109 - VBM Reporting,707,164,,4,1,122,3,5,0,1,4,8,0,1,0,0,3,0,0,0,0,0,11,1,,,8,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,9,Pct 1111 - Election Day Reporting,859,66,,6,0,47,0,1,0,1,3,3,0,0,0,1,1,0,0,0,0,0,3,0,,,9,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,9,Pct 1111 - VBM Reporting,859,194,,5,0,144,2,7,0,0,2,15,1,1,0,0,8,0,2,0,0,0,6,1,,,9,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,10,Pct 1112 - Election Day Reporting,638,32,,2,0,24,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,,,10,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,10,Pct 1112 - VBM Reporting,638,124,,2,3,105,0,1,1,1,2,2,0,0,0,0,0,0,3,0,0,0,4,0,,,10,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,11,Pct 1113 - Election Day Reporting,622,28,,2,0,19,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,,,11,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,11,Pct 1113 - VBM Reporting,622,155,,6,3,114,3,3,0,1,2,11,1,0,1,2,2,0,0,0,0,0,4,2,,,11,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,12,Pct 1114 - Election Day Reporting,788,62,,6,0,40,0,3,1,1,1,2,0,1,0,3,1,0,0,0,0,0,2,1,,,12,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,12,Pct 1114 - VBM Reporting,788,161,,7,6,105,3,12,0,2,3,9,2,0,0,3,1,0,1,0,0,0,2,5,,,12,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,13,Pct 1115 - Election Day Reporting,760,33,,2,0,26,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,,,13,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,13,Pct 1115 - VBM Reporting,760,132,,5,0,104,1,2,0,1,4,2,1,1,1,1,1,0,0,0,0,0,5,3,,,13,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,14,Pct 1116 - Election Day Reporting,781,38,,1,0,26,0,1,0,1,0,2,0,2,0,1,2,0,0,0,0,0,2,0,,,14,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,14,Pct 1116 - VBM Reporting,781,167,,2,0,136,3,1,1,1,1,1,1,2,0,0,5,0,0,0,0,0,13,0,,,14,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,15,Pct 1117 - Election Day Reporting,711,51,,4,0,34,0,2,0,0,0,2,0,1,1,1,2,0,0,0,0,0,4,0,,,15,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,15,Pct 1117 - VBM Reporting,711,139,,3,2,97,4,4,0,0,4,5,0,4,0,4,2,0,1,0,0,0,8,1,,,15,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,16,Pct 1118 - Election Day Reporting,855,55,,4,0,40,0,1,0,2,0,0,1,1,0,0,3,0,1,0,0,0,2,0,,,16,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,16,Pct 1118 - VBM Reporting,855,178,,6,0,138,0,7,0,1,2,8,0,3,0,1,3,0,2,0,0,0,6,1,,,16,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,17,Pct 1119 - Election Day Reporting,676,34,,4,0,23,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,,,17,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,17,Pct 1119 - VBM Reporting,676,133,,4,2,100,1,6,0,1,3,5,0,1,0,0,2,0,2,0,0,0,2,4,,,17,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,18,Pct 1121 - Election Day Reporting,597,53,,6,0,39,0,1,0,0,0,3,0,1,0,0,2,0,1,0,0,0,0,0,,,18,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,18,Pct 1121 - VBM Reporting,597,136,,3,0,107,1,6,0,3,4,2,0,0,1,0,2,0,1,0,0,0,6,0,,,18,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,19,Pct 1122 - Election Day Reporting,541,33,,2,0,28,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,,,19,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,19,Pct 1122 - VBM Reporting,541,112,,1,0,82,1,1,0,3,1,6,0,3,0,2,2,0,2,0,0,0,7,1,,,19,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,20,Pct 1123 - Election Day Reporting,798,32,,1,0,25,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,,,20,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,20,Pct 1123 - VBM Reporting,798,108,,2,0,88,1,4,2,0,1,3,0,0,0,0,0,1,0,0,0,0,6,0,,,20,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,21,Pct 1124 - Election Day Reporting,673,40,,3,1,28,0,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,1,0,,,21,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,21,Pct 1124 - VBM Reporting,673,102,,1,2,79,4,2,0,3,3,1,0,2,0,0,0,0,1,0,0,0,3,1,,,21,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,22,Pct 1125 - Election Day Reporting,846,16,,1,1,11,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,22,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,22,Pct 1125 - VBM Reporting,846,174,,2,0,132,2,3,2,1,4,10,6,1,0,0,1,0,2,0,0,0,5,3,,,22,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,23,Pct 1126 - Election Day Reporting,789,29,,6,0,19,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,,,23,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,23,Pct 1126 - VBM Reporting,789,160,,5,1,126,1,4,0,1,3,5,0,1,0,2,2,1,2,0,0,0,3,3,,,23,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,24,Pct 1127 - Election Day Reporting,791,69,,1,0,48,2,1,0,0,2,5,0,1,1,2,2,0,1,0,0,0,2,1,,,24,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,24,Pct 1127 - VBM Reporting,791,164,,2,2,115,0,7,2,1,3,10,0,7,1,1,5,0,1,0,0,0,6,1,,,24,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,25,Pct 1128 - Election Day Reporting,719,40,,4,0,27,0,0,1,0,1,1,1,0,0,2,3,0,0,0,0,0,0,0,,,25,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,25,Pct 1128 - VBM Reporting,719,168,,3,1,112,0,9,1,0,6,10,1,10,1,0,2,0,0,0,0,0,10,2,,,25,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,26,Pct 1129 - Election Day Reporting,791,50,,6,2,27,0,4,1,1,1,6,0,1,0,0,0,0,0,0,0,0,1,0,,,26,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,26,Pct 1129 - VBM Reporting,791,165,,9,0,115,2,6,0,1,2,20,0,2,1,1,0,0,1,0,0,0,1,4,,,26,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,27,Pct 1131 - Election Day Reporting,702,32,,1,0,22,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,,,27,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,27,Pct 1131 - VBM Reporting,702,161,,3,3,116,0,3,0,2,5,14,1,1,3,2,3,1,1,0,0,0,0,3,,,27,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,28,Pct 1132 - Election Day Reporting,829,61,,6,1,43,2,3,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,,,28,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,28,Pct 1132 - VBM Reporting,829,191,,4,5,141,2,10,1,1,2,11,0,3,0,1,2,0,0,0,0,0,4,4,,,28,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,29,Pct 1133 - Election Day Reporting,769,37,,3,1,25,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,,,29,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,29,Pct 1133 - VBM Reporting,769,191,,3,0,148,3,1,2,2,4,13,0,2,2,2,1,0,0,0,0,0,7,1,,,29,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,30,Pct 1134 - Election Day Reporting,688,48,,4,0,36,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,2,0,,,30,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,30,Pct 1134 - VBM Reporting,688,146,,5,1,105,2,6,0,6,1,7,0,1,1,0,1,0,3,0,0,0,7,0,,,30,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,31,Pct 1135 - Election Day Reporting,456,27,,1,0,21,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,,,31,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,31,Pct 1135 - VBM Reporting,456,121,,3,0,94,1,5,0,0,0,11,0,0,2,0,0,2,0,0,0,0,1,2,,,31,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,32,Pct 1136 - Election Day Reporting,707,30,,3,0,21,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,,,32,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,32,Pct 1136 - VBM Reporting,707,179,,0,0,142,2,6,2,0,1,13,0,2,3,3,1,0,1,0,0,0,3,0,,,32,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,33,Pct 1141 - Election Day Reporting,859,48,,4,1,37,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,,,33,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,33,Pct 1141 - VBM Reporting,859,204,,7,4,175,2,3,0,1,1,5,0,0,0,0,1,0,0,0,0,0,3,2,,,33,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,34,Pct 1142 - Election Day Reporting,793,48,,0,1,39,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,1,,,34,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,34,Pct 1142 - VBM Reporting,793,187,,8,2,137,0,3,2,1,1,12,0,3,2,1,5,1,0,0,0,0,9,0,,,34,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,35,Pct 1143 - Election Day Reporting,843,76,,12,1,58,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,,,35,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,35,Pct 1143 - VBM Reporting,843,186,,9,1,136,1,5,0,6,2,12,0,2,0,2,2,0,0,0,0,0,7,1,,,35,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,36,Pct 1144 - Election Day Reporting,751,58,,0,2,44,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,2,0,,,36,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,36,Pct 1144 - VBM Reporting,751,143,,8,3,105,0,3,0,1,2,6,0,4,1,0,2,1,0,0,0,0,6,1,,,36,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,37,Pct 1145 - Election Day Reporting,805,58,,3,0,49,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,,,37,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,37,Pct 1145 - VBM Reporting,805,205,,10,6,165,1,5,0,2,0,4,0,1,0,0,6,1,0,0,0,0,2,2,,,37,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,38,Pct 1146 - Election Day Reporting,826,56,,6,1,40,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,1,,,38,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,38,Pct 1146 - VBM Reporting,826,196,,10,2,151,1,1,1,1,3,11,0,1,1,2,2,0,0,0,0,0,6,3,,,38,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,39,Pct 1147 - Election Day Reporting,779,72,,5,1,48,1,0,1,0,1,3,0,1,0,1,5,0,0,0,0,0,4,1,,,39,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,39,Pct 1147 - VBM Reporting,779,179,,9,5,125,0,5,0,2,3,12,0,2,1,2,4,0,0,0,0,0,6,3,,,39,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,40,Pct 1148 - Election Day Reporting,798,60,,2,1,45,0,0,0,1,1,3,0,1,0,0,3,0,0,0,0,0,3,0,,,40,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,40,Pct 1148 - VBM Reporting,798,168,,4,4,122,2,5,0,1,10,7,0,2,0,2,3,0,0,0,0,0,5,1,,,40,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,41,Pct 1149 - Election Day Reporting,812,69,,4,0,56,0,1,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,1,,,41,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,41,Pct 1149 - VBM Reporting,812,164,,6,7,129,0,6,0,1,2,6,0,1,1,1,1,0,0,0,0,0,3,0,,,41,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,42,Pct 1151 MB - Election Day Reporting,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,42,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,42,Pct 1151 MB - VBM Reporting,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,42,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,43,Pct 1152 - Election Day Reporting,764,66,,5,4,42,0,1,0,1,0,8,0,0,0,1,2,0,0,0,0,0,0,2,,,43,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,43,Pct 1152 - VBM Reporting,764,181,,11,2,139,0,2,1,1,5,6,1,2,2,0,6,1,0,0,0,0,2,0,,,43,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,44,Pct 1153 - Election Day Reporting,788,65,,5,1,44,0,1,0,0,3,4,0,0,0,1,4,0,0,0,0,0,2,0,,,44,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,44,Pct 1153 - VBM Reporting,788,154,,4,1,106,0,11,0,1,3,18,1,1,1,0,2,0,1,0,0,0,3,1,,,44,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,45,Pct 1154 MB - Election Day Reporting,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,45,Pct 1154 MB - VBM Reporting,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,46,Pct 7001 - Election Day Reporting,641,42,,5,0,33,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,,,46,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,46,Pct 7001 - VBM Reporting,641,105,,4,1,85,2,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,7,1,,,46,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,47,Pct 7002 - Election Day Reporting,820,52,,1,0,42,0,1,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,2,,,47,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,47,Pct 7002 - VBM Reporting,820,167,,5,4,126,0,2,1,1,3,10,4,1,0,0,5,0,0,0,0,0,5,0,,,47,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,48,Pct 7003 - Election Day Reporting,792,105,,5,1,87,0,0,0,1,0,4,1,0,0,0,3,0,0,0,0,0,3,0,,,48,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,48,Pct 7003 - VBM Reporting,792,162,,3,0,145,1,2,0,0,0,5,0,0,0,0,2,1,0,0,0,0,3,0,,,48,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,49,Pct 7004 - Election Day Reporting,784,81,,8,0,67,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,,,49,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,49,Pct 7004 - VBM Reporting,784,150,,5,0,128,0,1,0,1,2,5,0,0,1,1,2,0,0,0,0,0,4,0,,,49,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,50,Pct 7005 - Election Day Reporting,776,99,,0,0,91,0,0,0,1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,,,50,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,50,Pct 7005 - VBM Reporting,776,149,,3,3,125,0,1,0,1,5,4,0,0,0,0,1,1,1,0,0,0,4,0,,,50,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,51,Pct 7006 - Election Day Reporting,825,91,,20,1,59,0,0,0,0,0,1,0,1,1,0,4,0,0,0,0,0,3,1,,,51,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,51,Pct 7006 - VBM Reporting,825,152,,12,0,120,0,1,1,0,1,7,1,0,0,0,1,0,1,0,0,0,6,1,,,51,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,52,Pct 7007 - Election Day Reporting,897,96,,3,0,82,0,2,0,1,2,2,0,0,0,1,1,1,0,0,0,0,1,0,,,52,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,52,Pct 7007 - VBM Reporting,897,189,,1,1,170,0,0,0,0,4,4,1,1,0,0,3,0,0,0,0,0,3,1,,,52,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,53,Pct 7008 - Election Day Reporting,787,122,,3,2,102,0,2,0,0,5,3,0,0,0,0,2,0,0,0,0,0,3,0,,,53,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,53,Pct 7008 - VBM Reporting,787,206,,6,1,179,1,1,0,0,2,8,0,0,0,1,1,2,0,0,0,0,2,2,,,53,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,54,Pct 7009 - Election Day Reporting,805,53,,2,0,36,0,1,0,0,4,6,0,0,0,0,3,0,0,0,0,0,1,0,,,54,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,54,Pct 7009 - VBM Reporting,805,185,,14,2,148,0,4,3,0,2,4,0,0,0,1,5,0,0,0,0,0,2,0,,,54,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,55,Pct 7011 - Election Day Reporting,876,50,,4,0,41,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,,,55,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,55,Pct 7011 - VBM Reporting,876,117,,3,1,98,0,1,0,0,1,1,0,2,1,1,4,0,0,0,0,0,3,1,,,55,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,56,Pct 7012 - Election Day Reporting,908,102,,8,1,85,0,0,1,0,2,3,0,0,0,0,1,0,0,0,0,0,1,0,,,56,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,56,Pct 7012 - VBM Reporting,908,169,,9,0,140,1,0,1,2,5,7,0,1,0,0,2,0,1,0,0,0,0,0,,,56,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,57,Pct 7013 - Election Day Reporting,554,44,,4,0,34,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,,,57,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,57,Pct 7013 - VBM Reporting,554,100,,3,1,86,0,0,0,0,1,2,0,0,0,2,1,1,0,0,0,0,3,0,,,57,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,58,Pct 7014 - Election Day Reporting,940,78,,3,1,69,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,,,58,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,58,Pct 7014 - VBM Reporting,940,168,,3,0,154,0,2,0,0,3,4,0,0,0,0,1,0,0,0,0,0,1,0,,,58,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,59,Pct 7015 MB - Election Day Reporting,66,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,59,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,59,Pct 7015 MB - VBM Reporting,66,13,,2,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,59,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,60,Pct 7016 - Election Day Reporting,787,40,,4,0,33,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,60,1,1,Election Day Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,60,Pct 7016 - VBM Reporting,787,141,,1,2,117,0,0,0,0,1,2,0,0,1,0,5,0,2,0,0,0,7,3,,,60,2,1,VBM Reporting
1,NON-PARTISAN  GOVERNOR,100001,1,1,61,Pct 7017 - Election Day Reporting,676,17,,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,61,1,1,Election Day Reporting
